NO,영업리스트 수령일,본사담당자,지역,발주처,구분,사업명,제품명, 면적 , 금액 , 영업딜러 
1007,2024-06-07,,충남,서천군,지자체,동부권역 농업인 다목적체육관 건립,,,"500,000,000",
1008,2023-11-21,김봉진 실장,충남,아산 경찰대학교,학교,경찰대학교 인조잔디,MD 55,"10,000","615,000,000", 김봉진 실장님 
1009,2022-03-31,이상원 부장,충남,아산시,지자체, 아산 용화체육공원,MD 35,500,"26,500,000",
1010,2023-03-06,남기영 팀장,충남,아산시,지자체,도고 스포츠타운,MD 55 ,, - ,
1011,2023-09-22,남기영 팀장,충남,아산시,지자체,선장 파크골프장 조성,,,,
1012,2023-09-22,남기영 팀장,충남,아산시,지자체,배방 족구장 조성,MD 35,"1,000","53,000,000",
1013,2024-03-12,남기영 팀장,충남,아산시,지자체,농어촌공사 인주면 기초생활 거점사업,MD55,,,
1014,2024-06-07,,충남,아산시,지자체,예산 게이트볼장 개선사업,,,"400,000,000",
1015,2024-06-07,,충남,아산시,지자체,삽교천체육공원조성사업,,,"1,000,000,000",
1016,2024-06-07,,충남,아산시,지자체,대술면 게이트볼장 신축사업,,,"1,495,090,000",
1017,2024-06-07,,충남,아산시,지자체,종합운동장 게이트볼장 건립,,,"1,000,000,000",
1018,2024-06-07,,충남,아산시,지자체,백석동 파크골프장 36홀 조성,,,"3,000,000,000",
1019,2023-11-21,남기영 팀장,충남,예산군,지자체,삽교천 체육공원,,,,
1020,2023-10-17,이상원 부장,충북,중원대학교,학교,괴산 중원대학교,MD 55,"8,400","516,600,000", 배정주 대표 
1021,2024-06-07,,충북,괴산군,지자체,칠성생활체육공원 재해복구,,,"30,031,000",
1022,2024-06-07,,충북,괴산군,지자체,반다비 국민체육센터 건립,,,"2,000,000,000",
1023,2024-06-07,,충북,괴산군,지자체,송면 근린생활형 국민체육센터 건립,,,"600,000,000",
1024,2024-06-07,,충북,괴산군,지자체,괴산전천후게이트볼장잔디교체,,,"40,000,000",
1025,2024-06-07,,충북,괴산군,지자체,괴산 스포츠타운 조성,,,"572,000,000",
1026,2024-06-07,,충북,단양군,지자체,체육시설물 유지관리 - 마을단위 체육시설 유지보수 ,,,"50,000,000",
1027,2024-06-07,,충북,단양군,지자체,"체육시설물 유지관리 - 읍면 게이트볼장 유지보수 
5,000,000원*10개소",,,"50,000,000",
1028,2024-06-07,,충북,단양군,지자체,"체육시설물 유지관리 - 주요체육시설 개보수 
10,000,000원*12개소 ",,,"120,000,000",
1029,2024-06-07,,충북,단양군,지자체,체육시설물 유지관리 - 매포생활체육공원 축구장 인조잔디 교체공사 실시설계 ,,,"22,000,000",
1030,2024-01-30,김봉진 실장,충북,당진시,지자체,당진공공하수처리시설 부지 테니스장,,,,
1031,2023-11-28,이상원 부장,충북,보은군,지자체,보은 다목적종합운동장 1면 조성,MD 55,,,
1032,2024-06-07,,충북,보은군,지자체,마로면 전천후 게이트볼장 정비공사,,,"181,755,000",
1033,2023-11-28,이상원 부장,충북,음성군,지자체,"음성 생극면 생활체육공원 축구장, 풋살장, 족구장",MD 55,,,
1034,2024-06-07,,충북,음성군,지자체,생극 소규모 생활체육공원조성사업,,,"1,000,000,000",
1035,2024-06-07,,충북,음성군,지자체,원남 소규모 체육관 건립사업,,,"580,000,000",
1036,2024-02-01,이상원 부장,충북,제천시,지자체,북부지역 생활체육공원 조성사업 기본계획 용역,,,,
1037,2024-02-01,이상원 부장,충북,제천시,지자체,신백동 생활체육공원 확장사업 기본계획 용역,,,,
1038,2024-06-07,,충북,증평군,지자체,체육시설 정비 - 체육시설정비(대규모수선비POOL) ,,,"90,000,000",
1039,2024-06-07,,충북,증평군,지자체,"마을단위 체육시설 확충 - 마을단위체육시설 교체 및 설치
2,500,000원*6점",,,"15,000,000",
1040,2024-06-07,,충북,증평군,지자체,증평국민체육센터 개보수사업,,,"1,050,000,000",
1041,2024-06-07,,충북,증평군,지자체,증평스포츠테마파크 조성사업,,,"910,000,000",
1042,2023-09-12,남기영 팀장,충북,진천군,지자체, 덕산읍 스포츠타운 조성 계획,,,,
1043,2024-06-07,,충북,진천군,지자체,진천종합스포츠타운 운영 및 관리 - 체육시설 보수비,,,"7,000,000",
1044,2024-06-07,,충북,진천군,지자체,"체육시설 운영 및 정비 - 체육시설 보수비 2,000,000원*10개소",,,"20,000,000",
1045,2024-06-07,,충북,진천군,지자체,진천종합스포츠타운 다목적체육관 건립,,,"3,000,000,000",
1046,2024-06-07,,충북,진천군,지자체,진천스포츠타운 소프트테니스장 조성사업,,,"600,000,000",
1047,2023-12-27,김봉진 실장,충북,청주대학교,학교, 청주대학교 인조잔디 교체,MD 55,"7,800","479,700,000", 김봉진 실장님 
1048,2023-12-07,이상원 부장,충북,청주시,지자체,청주옥산체육공원 축구장 인조잔디 교체,MD 55,"7,700","473,550,000",
1049,2024-02-01,이상원 부장,충북,청주시,지자체,미원생활체육공원 조성공사 실시설계 용역,,,,
1050,2024-05-17,이상원 부장,충북,충주시,지자체,충주 대가미공원 인조잔디 - 관급자재,EG 55,"3,700","234,950,000",
1051,2024-06-07,,충북,충주시,지자체,금가 기곡게이트볼장 정비,,,"45,000,000",
1052,2024-06-07,,충북,충주시,지자체,제64회 충북도민체육대회 경기장 개보수,,,"2,750,000,000",
1053,2024-06-07,,충북,충주시,지자체,파크골프장 조성(전환사업) - 앙성면 파크골프장 조성 ,,,"420,000,000",
1054,2024-06-07,,충북,홍성군,지자체,국민체육센터 건립,,,"8,200,000,000",
1055,2024-06-07,,충북,홍성군,지자체,결성면 스포츠타운 조성,,,"1,050,000,000",
1056,2024-05-13,이상원 부장,군부대,해군1함대사령부,군부대,해군 1함대 족구장,MD 55,"1,200","73,800,000",
1057,2024-05-13,이상원 부장,군부대,해군3함대사령부,군부대,해군 3함대 야구장 겸용 축구장,MD 55,"11,000","676,500,000",
